Model,Cluster,Component,Feature
s model v2 model v2 complete ,16,rt ghz rt ghz rt ghz enginesubsystem engine engine engine powersupply powersupply powersupply powersupply maincomputer maincomputer maincomputer maincomputer votermain norm bckp selection,statusloss statusmisleading engine generatordc engine generatordc  engine generatordc  engine generatordc generatordc generatordc generatordc dcvoltrawin dcvoltout dcvoltrawin dcvoltout dcvoltrawin dcvoltout dcvoltrawin dcvoltout powerin statusout powerin statusout powerin statusout powerin statusout in in in statusout in in statusloss statusmisleading
s powerplants powerplants ,16,engine engine engine,engine generatordc engine generatordc  engine generatordc  engine generatordc generatordc generatordc generatordc
se tp integration sys fla ,40,the net the dist sensor the pos sensor the engine the app obst detection spd computation cmd computation the app cpu the dist sensor cpu the pos sensor cpu the engine cpu,dist pos cmd obst dist pos obst cmd dist obst pos spd spd cmd net access net access net access net access
se tp integration sys ,40,the net the dist sensor the pos sensor the engine the app obst detection spd computation cmd computation the app cpu the dist sensor cpu the pos sensor cpu the engine cpu,dist pos cmd obst dist pos obst cmd dist obst pos spd spd cmd net access net access net access net access
se tp integration sys rta ,40,the net the dist sensor the pos sensor the engine the app obst detection spd computation cmd computation the app cpu the dist sensor cpu the pos sensor cpu the engine cpu,dist pos cmd obst dist pos obst cmd dist obst pos spd spd cmd net access net access net access net access
se tp integration proxy sys rta ,40,the net the dist sensor the pos sensor the engine the app obst detection spd computation cmd computation the app cpu the dist sensor cpu the pos sensor cpu the engine cpu,dist pos cmd obst dist pos obst cmd dist obst pos spd spd cmd net access net access net access net access
smart home arch clients clients ,9,client control unit,in clients mcr out clients mcr in clients rs out clients rs ccu data receiver ccu data sender
smart home arch maincontrolrouter maincontrolrouter ,9,zigbee device controller ip device controller remote msg control controller,in mcr remote out mcr remote in mcr zd out mcr zd in mcr ipd out mcr ipd dev data receiver dev data sender ctr data receiver ctr data sender dev data receiver dev data sender ctr data receiver ctr data sender app data receiver app data sender ctr data receiver ctr data sender zdc data receiver zdc data sender ipdc data receiver ipdc data sender remote data receiver remote data sender
smart home arch remoteserver remoteserver ,9,client controller router controller,in rs mcr out rs mcr in rs clients out rs clients cc data receiver cc data sender rc data receiver rc data sender
smart home arch smart home smart home ,9,zigbee devices ip devices control router zigbee device controller ip device controller remote msg control controller remote server client controller router controller clients client control unit,in zd mcr out zd mcr in ipd mcr out ipd mcr in mcr remote out mcr remote in mcr zd out mcr zd in mcr ipd out mcr ipd dev data receiver dev data sender ctr data receiver ctr data sender dev data receiver dev data sender ctr data receiver ctr data sender app data receiver app data sender ctr data receiver ctr data sender zdc data receiver zdc data sender ipdc data receiver ipdc data sender remote data receiver remote data sender in rs mcr out rs mcr in rs clients out rs clients cc data receiver cc data sender rc data receiver rc data sender in clients mcr out clients mcr in clients rs out clients rs ccu data receiver ccu data sender
smarthome smart home arch appliances ,38,activator power source,appliance switch current status activate devices running devices battery level cofig measuring status
smarthome smart home arch client tier ,9,smarthome hw platform plugin,configuration monitoring busdata configure control configured control
smarthome smart home arch home controller framework ,9,settings user command schedular software updater protocol layer,busdata fin fout change settings updated settings give command execute command set schedular scheduled task command status pinput poutput
smarthome smart home arch plugin ,9,software updater plugin manager event manager custom plugin protocol layer,busdata configure control configured control command status installation current status regin current status command status pinput poutput
smarthome smart home arch sensor unit ,38,hw plugin home controller framework,sense inward moment user command configuration busdata configure control configured control busdata fin fout
smarthome smart home arch smarthome ,38,in range communicator home controller client tier smarthome hw platform plugin appliances,turn on instructed appliance sensor instruction turn off instructed appliance sensor instruction sense inward moment user command configuration configuration monitoring busdata configure control configured control appliance switch current status
smartthermostatsystem thermostat arch thermostat controller ,9,thermostat mode,bus access curr temp desired temp control out control in display temp lower desired auto upper desired auto echo mode alarm location controller status in status out lower desired auto upper desired auto echo mode location controller out port
smartthermostatsystem thermostat arch thermostat ,38,bus lcd display mobile display battery processor ram thermostat controller temp sensor generator,desired temp curr temp set echo update temp lower desired auto upper desired auto alarm status out bus access desired temp curr temp set echo update temp lower desired auto upper desired auto location bus access status out curr temp bus access bus access curr temp desired temp control out control in display temp lower desired auto upper desired auto echo mode alarm location controller status in status out bus access air curr temp control in control out
stereocamaadl streocamaadl vantsystem with devices ,39,usb  usb  ethernet uart sd bus wifi camera l camera r laser gps sd card remote control controller data saver thread stereo img collector thread laser data collector thread gps data collector thread wifi control data collector thread wifi video data sender thread a,imgout camera trigger usbport imgout camera trigger usbport laser data out proc evt serial wire supply gps data out gps trigger gps bus data in bus access control out l camera img in r camera img in bus access l cam img in r cam img in laser data gps data flash mem out control data l cam img out r cam img out cameras trigger laser trigger gps trigger l camera img in r camera img in gps data in laser data in flash mem data out l camera img in r camera img in l camera img out r camera img out cameras trigger laser data in laser data out laser trigger gps data in gps data out gps trigger control data l camera img in r camera img in l camera img out r camera img out uart bus usb bus  usb bus  ethernet sd bus wifi bus
tank pressurized sys tank rev  sys tank pressurized complete ,17,switch relayk relayk relaytimer pressureswitch pressuretank valveoutlet batterylowvoltage batteryhighvoltage pumpmotor,signalin signalout xfr startup xfr active xfr ready xfr emergencyshutdown signalin signalout xfr startup xfr active xfr ready xfr emergencyshutdown signalin signalout xfr startup xfr active xfr ready xfr emergencyshutdown signalin signalout xfr startup xfr active xfr ready xfr emergencyshutdown signalin signalout xfr startup xfr active xfr ready xfr emergencyshutdown signalin signalout xfr startup xfr active xfr ready xfr emergencyshutdown signalin signalout xfr startup xfr active xfr ready xfr emergencyshutdown signalin signalout xfr startup xfr active xfr ready xfr emergencyshutdown signalin signalout xfr startup xfr active xfr ready xfr emergencyshutdown signalin signalout xfr startup xfr active xfr ready xfr emergencyshutdown signalin signalout xfr startup xfr active xfr ready xfr emergencyshutdown
tcs abs models tractioncontrolsystem tcs ,39,standard tcs bus tcs switch rear right wheel ss rear left wheel ss rear right wheel brake rear left wheel brake speedometer standard tcs controller check tcs state establish car state fix wheel spin cpu ram,tcs on bus acc current wheel speed bus acc current wheel speed bus acc apply break bus acc apply break bus acc current speed bus acc tcs on current rear right wheel speed current rear left wheel speed current speed apply rear right wheel brake apply rear left wheel brake tcs on perform tcs current speed car state perform tcs car state current speed current rear left wheel speed current rear right wheel speed apply rear right wheel brake apply rear left wheel brake bus acc bus acc
tempcontrolaadl scenario controllera imp ,17,tempconproc webinterface netserver tempsenproxy a alarmactproxy a fanactproxy a tempconproxy a,incoming outgoing current temp desired temp desired temp ack fan cmd fan ack alarm cmd alarm ack status desired temp desired temp ack status response request incoming outgoing in socket out socket current temp forward current temp alarm cmd forward alarm cmd alarm ack forward alarm ack fan cmd forward fan cmd fan ack forward fan ack desired temp forward desired temp desired temp ack foward desired temp ack status forward status
tempcontrolaadl scenario controllerb imp ,17,alarm fan tempsensor fanactproc tempsenproc alarmactproc netserver tempconproxy b,incoming outgoing alarm control fan control sensor data fan cmd fan ack fan out sensor input current temp alarm cmd alarm ack alarm out incoming outgoing in socket out socket current temp forward current temp fan cmd forward fan cmd fan ack forward fan ack alarm cmd forward alarm cmd alarm ack forward alarm ack
tempcontrolaadl scenario labcontrol imp ,39,eth controllera tempconproc webinterface netserver tempsenproxy a alarmactproxy a fanactproxy a tempconproxy a controllerb alarm fan tempsensor fanactproc tempsenproc alarmactproc netserver tempconproxy b,incominga outgoinga incomingb outgoingb incoming outgoing current temp desired temp desired temp ack fan cmd fan ack alarm cmd alarm ack status desired temp desired temp ack status response request incoming outgoing in socket out socket current temp forward current temp alarm cmd forward alarm cmd alarm ack forward alarm ack fan cmd forward fan cmd fan ack forward fan ack desired temp forward desired temp desired temp ack foward desired temp ack status forward status incoming outgoing alarm control fan control sensor data fan cmd fan ack fan out sensor input current temp alarm cmd alarm ack alarm out incoming outgoing in socket out socket current temp forward current temp fan cmd forward fan cmd fan ack forward fan ack alarm cmd forward alarm cmd alarm ack forward alarm ack
