Model,Cluster,Component,Feature
jobfound jobfound jobfoundserver,16,jobseeker server employer usermanagement backupserver,register login edit profile get req send info get list send feedback exchange knowledge exchange experience send req get jobinfo edit profile apply job contact detail anonymous knowledge register login edit profile get req send info get list send feedback exchange knowledge exchange experience create list get feedback edit profile share position exchange knowledge exchange experience register login edit profile get req send info get list send feedback exchange knowledge exchange experience
kaadl cruise control cruisecontrollaws model,23,p cruisecontrol process class member member number cruise cruise address street streetnumber city zipcode,cruiseactive autospd mph refspd mph throttlepos cruiseactive autospd mph refspd mph throttlepos method cruiseactive autospd mph refspd mph filautospd mph filrefspd mph filautospd mph filrefspd mph throttlepos access access method method
kaadl cruise control hci model,44,p hci process button panel drivermodelogic refspd instrumentpanel server process server thread,breakpedalpressed clutchpedalpressed autospd mph cruiseactive engspd rpm refspd mph clutchpedalpressed autospd mph cruiseactive engspd rpm refspd mph breakpedalpressed onnotoff decspd engspd rpm incspeed activate cancel clutchpedalpressed onnotoff cruiseactive activate cancel breakpedalpressed cruiseactive decspd incspeed refspd mph activate autospd mph refspd mph call server service service
kaadl example simple,38,b,usb usb
kaadl example simple,36,share b q,dataset reqdataset req
kaadl gps interface satellite others,43,satpos mygps,position position observation wakeup
kaadl hardware dual processor powerpc,21,bus shared memory left right,card connector card connector card connector
kaadl remotecallexample simple,44,q b t1,docalc mycalc docalc mycalc
master thesis hybridsynchaadl dronecontrol dronecontrol rendezvous,6,droneproc dronethread refx refy,currx curry inx iny outx outy velx vely currx curry inx iny outx outy velx vely currx curry inx iny outx outy velx vely
master thesis hybridsynchaadl dronecontrol dronecontrol rendezvous,6,droneproc dronethread refx refy,currx curry inx iny outx outy velx vely currx curry inx iny outx outy velx vely currx curry inx iny outx outy velx vely
master thesis hybridsynchaadl dronecontrol dronecontrol rendezvous,6,droneproc dronethread refx refy,currx curry inx iny outx outy velx vely currx curry inx iny outx outy velx vely currx curry inx iny outx outy velx vely
master thesis hybridsynchaadl drone drone rendezvous,6,drone drone droneproc dronethread refx refy environment x dotx doty drone drone droneproc dronethread refx refy environment x dotx doty,inx iny outx outy currx curry inx iny outx outy velx vely currx curry inx iny outx outy velx vely currx curry inx iny outx outy velx vely currx curry velx vely inx iny outx outy currx curry inx iny outx outy velx vely currx curry inx iny outx outy velx vely currx curry inx iny outx outy velx vely currx curry velx vely
master thesis hybridsynchaadl drone drone rendezvous,6,drone drone droneproc dronethread refx refy environment x dotx doty drone drone droneproc dronethread refx refy environment x dotx doty drone drone droneproc dronethread refx refy environment x dotx doty,inx iny outx outy currx curry inx iny outx outy velx vely currx curry inx iny outx outy velx vely currx curry inx iny outx outy velx vely currx curry velx vely inx iny outx outy currx curry inx iny outx outy velx vely currx curry inx iny outx outy velx vely currx curry inx iny outx outy velx vely currx curry velx vely inx iny outx outy currx curry inx iny outx outy velx vely currx curry inx iny outx outy velx vely currx curry inx iny outx outy velx vely currx curry velx vely
master thesis hybridsynchaadl drone drone rendezvous,6,drone drone droneproc dronethread refx refy environment x dotx doty drone drone droneproc dronethread refx refy environment x dotx doty drone drone droneproc dronethread refx refy environment x dotx doty drone drone droneproc dronethread refx refy environment x dotx doty,inx iny outx outy currx curry inx iny outx outy velx vely currx curry inx iny outx outy velx vely currx curry inx iny outx outy velx vely currx curry velx vely inx iny outx outy currx curry inx iny outx outy velx vely currx curry inx iny outx outy velx vely currx curry inx iny outx outy velx vely currx curry velx vely inx iny outx outy currx curry inx iny outx outy velx vely currx curry inx iny outx outy velx vely currx curry inx iny outx outy velx vely currx curry velx vely inx iny outx outy currx curry inx iny outx outy velx vely currx curry inx iny outx outy velx vely currx curry inx iny outx outy velx vely currx curry velx vely
master thesis hybridsynchaadl dronesystem dronesystem rendezvous,6,drone droneproc dronethread refx refy environment x dotx doty,inx iny outx outy currx curry inx iny outx outy velx vely currx curry inx iny outx outy velx vely currx curry inx iny outx outy velx vely currx curry velx vely
master thesis hybridsynchaadl dronesystem dronesystem rendezvous,6,drone droneproc dronethread refx refy environment x dotx doty,inx iny outx outy currx curry inx iny outx outy velx vely currx curry inx iny outx outy velx vely currx curry inx iny outx outy velx vely currx curry velx vely
master thesis hybridsynchaadl dronesystem dronesystem rendezvous,6,drone droneproc dronethread refx refy environment x dotx doty,inx iny outx outy currx curry inx iny outx outy velx vely currx curry inx iny outx outy velx vely currx curry inx iny outx outy velx vely currx curry velx vely
master thesis hybridsynchaadl environment environment rendezvous,6,x dotx doty,currx curry velx vely
master thesis hybridsynchaadl environment environment rendezvous,6,x dotx doty,currx curry velx vely
master thesis hybridsynchaadl environment environment rendezvous,6,x dotx doty,currx curry velx vely
mc example ojr steppermotor c root,35,mem proc uif app act mot cpu,po user po commanded step order commanded step completed step order step done
mecelearningsystem mece learning app package mece learning app,16,usermanagement coursemanagement communicationmanagement assessmentfeedback securityprivacy,get req send reply get user info send user info get course info send course info get comm info send comm info get assesment info send assesment info get security info send security info
mecelearningsystem mece learning package accountdb,7,masterdb slavedb,write update read sync sync
mecelearningsystem mece learning package contentdb,7,masterdb slavedb slavedb,write update read sync sync sync
mecelearningsystem mece learning package mecelearningsystem,16,monitorpredserver apigateway serverside meceapp usermanagement coursemanagement communicationmanagement assessmentfeedback securityprivacy primaryserver primaryserver secondaryserver secondaryserver monitoringpredictionserver accountdatabase masterdb slavedb contentdatabase masterdb slavedb slavedb,get req send reply get req send reply get req send reply get req send reply get req send reply get user info send user info get course info send course info get comm info send comm info get assesment info send assesment info get security info send security info p get p send p get p send s get s send s get s send get req send reply write update read sync sync write update read sync sync sync
mecelearningsystem mece learning package serverside,16,meceapp usermanagement coursemanagement communicationmanagement assessmentfeedback securityprivacy primaryserver primaryserver secondaryserver secondaryserver monitoringpredictionserver,get req send reply get req send reply get user info send user info get course info send course info get comm info send comm info get assesment info send assesment info get security info send security info p get p send p get p send s get s send s get s send get req send reply
modelagemaadl exemplo bus top,7,thebus sub sub vb vb vb,
