Model,Cluster,Component,Feature
APS-Communication_Architecture_Overall_APSCommunicationArchitecture_impl_1,27,"APS, this_InternetModule, this_RCCAPSModule, this_TrafficModule, EmergencyControlModule, this_Switch_Main_CoreCommunication, this_Switch_Backup_CoreCommunication, PrimaryWANLoadBalancer, SecondaryWANLoadBalancer, this_ASC, ASC_Main, COLAVandSSITAW_Main, ASC_Process, ASC_IDS, ASC_Discover, ASC_CDA, ASC_CP, ASC_CAM, ASC_MV, ASC_SS, ASC_VM, ASC_DK, NICTeaming, NetworkAndSystemManagement_Main, NICTeaming, UAM, ConnectivityManager_Process, NI, TPC, TRC, QoSC, NMT, NSU, NSM, NSC, NDBC, DigitalLogbook, IS3MS_Main, NICTeaming, SIEM, ASC_Backup, COLAVandSSITAW_Backup, ASC_Process, ASC_IDS, ASC_Discover, ASC_CDA, ASC_CP, ASC_CAM, ASC_MV, ASC_SS, ASC_VM, ASC_DK, NICTeaming, NetworkAndSystemManagement_Backup, NICTeaming, UAM, ConnectivityManager_Process, NI, TPC, TRC, QoSC, NMT, NSU, NSM, NSC, NDBC, DigitalLogbook, IS3MS_Backup, NICTeaming, SIEM, this_MachinerySystem, this_IOCard1, this_IOCard2, this_AzimuthThruster1, this_AzimuthThruster2, this_AzimuthThruster3, this_AzimuthThruster4, this_NavigationSystem, this_Lidar1, this_Lidar2, this_Radar1, this_Radar2, this_Radar3, this_EO1, this_EO2, this_EO3, this_DomeCamera1, this_IRCamera1, this_SPU1, this_SPU2, this_SPU3, this_Radar5, this_SPU5, this_SPU4, this_EO4, this_Lidar4, this_Lidar3, this_EO5, this_Radar4, this_SenseorSwitch, this_GNSS_IMU_Main, GNSS_Security, GNSS_IDS, this_RTK_UHF, this_GNSSReceiver1, this_SenseorSwitch_Backup, this_GNSSReceiver2, this_GNSS_IMU_Backup, GNSS_Security, GNSS_IDS, this_SafetySystem, this_GeneralIOModule1, this_UserPanel1, this_Alarm1, this_Lantern1, this_AnchorDrop1, this_Horn1, this_BMS, this_EmergencyButtonTransmitter, this_EPB, this_EmergencyCommunicationModule, IDS1, IDS2, RCC, this_DPJoystic1, NetworkAndSystemManagement, NICTeaming, UAM, ConnectivityManager_Process, NI, TPC, TRC, QoSC, NMT, NSU, NSM, NSC, NDBC, DigitalLogbook, IS3MS, NICTeaming, SIEM, IDS, this_InternetModule, this_RCCAPSModule, this_TrafficModule, this_ControlComputer_Main, ASC_Process, ASC_IDS, ASC_Discover, ASC_CDA, ASC_CP, ASC_CAM, ASC_MV, ASC_SS, ASC_VM, ASC_DK, NICTeaming, PrimaryWANLoadBalancer, SecondaryWANLoadBalancer, ECT, ECT_EmergencyModule, ECT_EmergencyButtonReceiver, SSS, this_ShoreSensorModule, TIS, TIS_TrafficModule, Ship, Ship_TrafficModule, Stakeholder, this_APSStakeholder, CloudComponent, this_CommunicationHubServer, Mobile5GNetwork, this_Connection_5G, this_Connection_5G_RCC, AidsToNavigation, RTKBaseStation, GNSSTransmitter","InternetAccess, AISCommunication, RCCCommunication, RadioCommunication, UHFPositionCorrection, GNSSSignal, MobileCommunication, UplinkDownlinkPort, ManagementPort, eth1, eth2, ControlPort, eth1, eth2, WirelessPort, ControlPort, DataPort, NavDataPort, GNSSSignal, ControlPort, eth1, eth2, eth3, eth4, WirelessPort, eth1, eth2, eth3, eth4, eth5, eth6, eth7, eth8, eth9, eth10, eth11, eth12, eth13, eth14, eth15, eth16, eth17, eth18, eth19, eth20, RedundancyPort, eth1, eth2, eth3, eth4, eth5, eth6, eth7, eth8, eth9, eth10, eth11, eth12, eth13, eth14, eth15, eth16, eth17, eth18, eth19, eth20, RedundancyPort, PrimaryWAN, SecondaryWAN, eth1, eth2, eth3, eth4, eth5, eth6, eth7, eth8, RedundancyPort, PrimaryWAN, SecondaryWAN, eth1, eth2, eth3, eth4, eth5, eth6, eth7, eth8, RedundancyPort, COLAVandSSITAW_Main1, COLAVandSSITAW_Main2, COLAVandSSITAW_Backup1, COLAVandSSITAW_Backup2, EC, NSM_Main1, NSM_Main2, NSM_Backup1, NSM_Backup2, IS3MS_Main1, IS3MS_Main2, IS3MS_Backup1, IS3MS_Backup2, COLAVandSSITAW_Main_Primary, COLAVandSSITAW_Main_Secondary, NetworkAndSystemManagement_Main_Primary, NetworkAndSystemManagement_Main_Secondary, IS3MS_Main_Primar, IS3MS_Main_Secondary, eth1, eth2, Dataport, EmergencyDataPort, DataPort, MainDataPort, MainDataPort, BackupDataPort, MainDataPort, BackupDataPort, MainDataPort, MainDataPort, BackupDataPort, MainDataPort, MainDataPort, MainDataPort, Veth1, Veth2, Teamedeth, eth1, eth2, Veth1, Veth2, Teamedeth, DataPort, DataPort, Dataport, et1, et2, Veth1, Veth2, Teamedeth, DataPort, COLAVandSSITAW_Backup_Primary, COLAVandSSITAW_Backup_Secondary, NetworkAndSystemManagement_Backup_Primary, NetworkAndSystemManagement_Backup_Secondary, IS3MS_Backup_Primar, IS3MS_Backup_Secondary, EmergencyControlPort, eth1, eth2, EmergencyPort, Dataport, EmergencyDataPort, DataPort, MainDataPort, MainDataPort, BackupDataPort, MainDataPort, BackupDataPort, MainDataPort, MainDataPort, BackupDataPort, MainDataPort, MainDataPort, MainDataPort, Veth1, Veth2, Teamedeth, eth1, eth2, Veth1, Veth2, Teamedeth, DataPort, DataPort, Dataport, et1, et2, Veth1, Veth2, Teamedeth, DataPort, MainDataPort1, MainDataPort2, BackupDataPort1, BackupDataPort2, SignalPort1, SignalPort2, eth1, eth2, SignalPort1, SignalPort2, eth1, eth2, SignalPort, SignalPort, SignalPort, SignalPort, MainDataPort1, MainDataPort2, MainDataPort3, MainDataPort4, BackupDataPort1, BackupDataPort2, BackupDataPort3, BackupDataPort4, PositionCorrectionPort, GNSSSignal, ControlPort, DataPort, ControlPort, DataPort, ControlPort, DataPort, ControlPort, DataPort, ControlPort, DataPort, ControlPort, DataPort, ControlPort, DataPort, ControlPort, DataPort, ControlPort, DataPort, ControlPort, DataPort, eth1, eth2, eth3, eth4, eth5, eth6, eth1, eth2, eth3, eth4, eth5, eth6, eth1, eth2, eth3, eth4, eth5, eth6, ControlPort, DataPort, eth1, eth2, eth3, eth4, eth5, eth6, eth1, eth2, eth3, eth4, eth5, eth6, ControlPort, DataPort, ControlPort, DataPort, ControlPort, DataPort, ControlPort, DataPort, ControlPort, DataPort, eth1, eth2, eth3, eth4, eth5, eth6, eth7, eth8, RTK_UHF_DataIn, GNSSSignalIn, eth1, eth2, DataPort, DataPort, DataOut, PositionCorrectionData, DataPort, Incoming, eth1, eth2, eth3, eth4, eth5, eth6, eth7, eth8, DataPort, Incoming, RTK_UHF_DataIn, GNSSSignalIn, eth1, eth2, DataPort, DataPort, MainDataPort, BackupDataPort, Input1, Output1, Output2, Output3, Output4, eth1, eth2, Output, Input, Input, Input, Input, MainDataPort, BackupDataPort, EmergencySignal, ButtonPressed, EmergencySignalIn, EmergencySignalOut, eth1, eth2, eth1, eth2, InternetAccess, APSCommunication, AISCommunication, SignalPort, eth1, eth2, Veth1, Veth2, Teamedeth, DataPort, DataPort, Dataport, et1, et2, Veth1, Veth2, Teamedeth, DataPort, eth1, eth2, UplinkDownlinkPort, ManagementPort, eth1, eth2, eth3, eth4, ControlPort, eth1, eth2, WirelessPort, ControlPort, DataPort, NavDataPort, eth1, eth2, eth3, eth4, SignalPort, Dataport, EmergencyDataPort, DataPort, MainDataPort, MainDataPort, BackupDataPort, MainDataPort, BackupDataPort, MainDataPort, MainDataPort, BackupDataPort, MainDataPort, MainDataPort, MainDataPort, Veth1, Veth2, Teamedeth, PrimaryWAN, SecondaryWAN, eth1, eth2, eth3, eth4, eth5, eth6, eth7, eth8, RedundancyPort, PrimaryWAN, SecondaryWAN, eth1, eth2, eth3, eth4, eth5, eth6, eth7, eth8, RedundancyPort, RadioCommunication, AISCommunication, RCCCommunication, MobileCommunication, eth1, eth2, eth3, eth4, WirelessPort, EmergencySignal, APSCommunication, RCCCommunication, InternetAccess, ControlPort, DataPort, AISCommunication, DataPort, AISCommunication, DataPort, InternetAccess, DataPort, StakeholderCommunication, InternetAccess, DataPort, APSCommunication, RCCCommunication, CloudCommunication, SSSCommunication, ClientConnection, ServerConnection, ClientConnection, ServerConnection, UHFPositionCorrection, GNSSSignal, CorrectionData, GNSSData"
APS-Communication_Architecture_RCC_APSCommunication_impl_1,27,"this_DPJoystic1, NetworkAndSystemManagement, NICTeaming, UAM, ConnectivityManager_Process, NI, TPC, TRC, QoSC, NMT, NSU, NSM, NSC, NDBC, DigitalLogbook, IS3MS, NICTeaming, SIEM, IDS, this_InternetModule, this_RCCAPSModule, this_TrafficModule, this_ControlComputer_Main, ASC_Process, ASC_IDS, ASC_Discover, ASC_CDA, ASC_CP, ASC_CAM, ASC_MV, ASC_SS, ASC_VM, ASC_DK, NICTeaming, PrimaryWANLoadBalancer, SecondaryWANLoadBalancer","InternetAccess, APSCommunication, AISCommunication, SignalPort, eth1, eth2, Veth1, Veth2, Teamedeth, DataPort, DataPort, Dataport, et1, et2, Veth1, Veth2, Teamedeth, DataPort, eth1, eth2, UplinkDownlinkPort, ManagementPort, eth1, eth2, eth3, eth4, ControlPort, eth1, eth2, WirelessPort, ControlPort, DataPort, NavDataPort, eth1, eth2, eth3, eth4, SignalPort, Dataport, EmergencyDataPort, DataPort, MainDataPort, MainDataPort, BackupDataPort, MainDataPort, BackupDataPort, MainDataPort, MainDataPort, BackupDataPort, MainDataPort, MainDataPort, MainDataPort, Veth1, Veth2, Teamedeth, PrimaryWAN, SecondaryWAN, eth1, eth2, eth3, eth4, eth5, eth6, eth7, eth8, RedundancyPort, PrimaryWAN, SecondaryWAN, eth1, eth2, eth3, eth4, eth5, eth6, eth7, eth8, RedundancyPort"
APS-Communication_Architecture_RCC_ControlComputer_Backup_impl_1,27,"ASC_Process, ASC_IDS, ASC_Discover, ASC_CDA, ASC_CP, ASC_CAM, ASC_MV, ASC_SS, ASC_VM, ASC_DK, NICTeaming","eth1, eth2, eth3, eth4, SignalPort, Dataport, EmergencyDataPort, DataPort, MainDataPort, MainDataPort, BackupDataPort, MainDataPort, BackupDataPort, MainDataPort, MainDataPort, BackupDataPort, MainDataPort, MainDataPort, MainDataPort, Veth1, Veth2, Teamedeth"
APS-Communication_Architecture_RCC_ControlComputer_Main_impl_1,27,"ASC_Process, ASC_IDS, ASC_Discover, ASC_CDA, ASC_CP, ASC_CAM, ASC_MV, ASC_SS, ASC_VM, ASC_DK, NICTeaming","eth1, eth2, eth3, eth4, SignalPort, Dataport, EmergencyDataPort, DataPort, MainDataPort, MainDataPort, BackupDataPort, MainDataPort, BackupDataPort, MainDataPort, MainDataPort, BackupDataPort, MainDataPort, MainDataPort, MainDataPort, Veth1, Veth2, Teamedeth"
APS-Communication_Architecture_RCC_IS3MS_impl_1,26,"NICTeaming, SIEM","et1, et2, Veth1, Veth2, Teamedeth, DataPort"
APS-Communication_Architecture_RCC_NetworkAndSystemManagement_impl_1,26,"NICTeaming, UAM, ConnectivityManager_Process, NI, TPC, TRC, QoSC, NMT, NSU, NSM, NSC, NDBC, DigitalLogbook","eth1, eth2, Veth1, Veth2, Teamedeth, DataPort, DataPort, Dataport"
APS-Communication_Architecture_Ship_APSCommunication_impl_1,2,Ship_TrafficModule,"AISCommunication, DataPort"
APS-Communication_Architecture_SSS_APSCommunication_impl_1,4,this_ShoreSensorModule,"APSCommunication, RCCCommunication, InternetAccess, ControlPort, DataPort"
APS-Communication_Architecture_Stakeholder_APSCommunication_impl_1,2,this_APSStakeholder,"InternetAccess, DataPort"
APS-Communication_Architecture_TIS_APSCommunication_impl_1,2,TIS_TrafficModule,"AISCommunication, DataPort"
arch-models-example-2_CruiseController_CruiseControllerSystem_Impl_1,7,"measureSpeed, setSpeed, controlSpeed","on_off, resume_speed, set_speed, inc, dec, brake_cancel, force, enabled, speed, desired_speed, rotate, second, speed, rotate, second, on_off, resume_speed, set_speed, inc, dec, brake_cancel, speed, desired_speed, enabled, speed, desired_speed, force"
arch-models-example-2_DeliveryDrone_DeliveryDroneSystem_Impl_1,7,"gnc, gps, imu, positionEstimator, navigation, fc, radio, actuation, deliveryPlanner, deliveryItemMechanism, camera, connector","satellite0_sig_pos, satellite1_sig_pos, bus1, comm1, comm2, bus2, radio_cmd, radio_response, delivery_status, actuation_out, probe_init_mode, probe_abort_mode, probe_delivery_cmd, probe_constellation, probe_launch_location, probe_delivery_location, probe_fly_cmd, constellation, satellite0_pos, satellite1_pos, launch_pos, navigation_cmd, navigation_dest_pos, fc_actuation_response, gps_health_status, probe_constellation, imu_health_status, probe_launch_pos, navigation_cur_pos, navigation_probe_dest_pos, fc_motor_cmd, constellation, satellite0_pos, satellite1_pos, gps_pos, health_status, probe_constellation, launch_pos, imu_pos, health_status, probe_launch_pos, gps_pos, imu_pos, pos_act_in, est_pos, est_pos, dest_pos, cmd, flight_control_state, move, cur_pos, pos_act_out, probe_dest_pos, actuation_response, move, motor_cmd, fc_state, comm_in, radio_in, comm_out, radio_out, health_status, motor_cmd, response, bus_in, cur_pos, delivery_status, radio_response, camera_result, gps_health_status, imu_health_status, rdo_health_status, cam_health_status, package_is_secure, radio_cmd, delivery_cmd, dest_location, bus_out, nav_cmd, camera, probe_safe_landing, constellation, launch_pos, probe_init_mode, probe_abort_mode, target_clear, valid_marker, delivery_cmd_in, delivery_status_out, package_is_secure, camera_in, camera_out, health_status, bus_in, bus_out"
arch-models-example-2_GNC_GNC_Impl_1,7,"gps, imu, positionEstimator, navigation, fc","constellation, satellite0_pos, satellite1_pos, launch_pos, navigation_cmd, navigation_dest_pos, fc_actuation_response, gps_health_status, probe_constellation, imu_health_status, probe_launch_pos, navigation_cur_pos, navigation_probe_dest_pos, fc_motor_cmd, constellation, satellite0_pos, satellite1_pos, gps_pos, health_status, probe_constellation, launch_pos, imu_pos, health_status, probe_launch_pos, gps_pos, imu_pos, pos_act_in, est_pos, est_pos, dest_pos, cmd, flight_control_state, move, cur_pos, pos_act_out, probe_dest_pos, actuation_response, move, motor_cmd, fc_state"
arch-models-example_ClientServer_ClientServer_impl_1,26,"database, frontend, backend","conn, http_api_conn, request, database_conn"
arch-models-example_resourcebudgets_DCA_tier1_1,44,"iop, app","sensor1in, sensor2In, actuatorOut, sensorin1, senseout1, sensorin2, senseout2, controlin, actuatorout, samplingin1, samplingin2, controlout"
arch-models-example_resourcebudgets_DCA_tier2_1,44,"iop, sense1, sense2, actuate, app, filter, control","sensor1in, sensor2In, actuatorOut, sensorin1, senseout1, sensorin2, senseout2, controlin, actuatorout, signalout, signalin, signalout, signalin, controlin, actuate, samplingin1, samplingin2, controlout, sensorraw1, sensorraw2, sensorfiltered, sensorfiltered, actuatesensor"
arch-models-example_resourcebudgets_DCS_dualtier2_1,19,"dca, iop, sense1, sense2, actuate, app, filter, control, hw, canbus, pcibus, M, pc1, pc2","power, canbusaccess, sensor1in, sensor2In, actuatorOut, sensor1in, sensor2In, actuatorOut, sensorin1, senseout1, sensorin2, senseout2, controlin, actuatorout, signalout, signalin, signalout, signalin, controlin, actuate, samplingin1, samplingin2, controlout, sensorraw1, sensorraw2, sensorfiltered, sensorfiltered, actuatesensor, power, canbusaccess, power, power, power, pci, power, cb, pci, power, cb, pci"
arch-models-example_resourcebudgets_DCS_singletier0_1,18,"dca, hw","power, canbusaccess, sensor1in, sensor2In, actuatorOut, sensor1in, sensor2In, actuatorOut, power, canbusaccess"
arch-models-example_resourcebudgets_DCS_singletier1_1,19,"dca, hw, canbus, pci, ram, cpu","power, canbusaccess, sensor1in, sensor2In, actuatorOut, sensor1in, sensor2In, actuatorOut, power, canbusaccess, power, power, power, pci, power, cb, pci"
arch-models-example_resourcebudgets_DCS_singletier2_1,19,"hw, canbus, pci, ram, cpu, dca, iop, sense1, sense2, actuate, app, filter, control","power, canbusaccess, sensor1in, sensor2In, actuatorOut, power, canbusaccess, power, power, power, pci, power, cb, pci, sensor1in, sensor2In, actuatorOut, sensorin1, senseout1, sensorin2, senseout2, controlin, actuatorout, signalout, signalin, signalout, signalin, controlin, actuate, samplingin1, samplingin2, controlout, sensorraw1, sensorraw2, sensorfiltered, sensorfiltered, actuatesensor"
arch-models-example_resourcebudgets_MySystem_Tier0_1,18,"EPSU, Grid, scs, sensor1, sensor2, actuator, dcs, dca, hw","Supplier, Supplier, Consumer, power, power, sensorout, canbusaccess, power, sensorout, canbusaccess, power, actuatorin, canbusaccess, power, canbusaccess, sensor1in, sensor2In, actuatorOut, sensor1in, sensor2In, actuatorOut, power, canbusaccess"
arch-models-example_resourcebudgets_MySystem_Tier2_1,19,"EPSU, Grid, scs, sensor1, sensor2, actuator, dcs, hw, canbus, pci, ram, cpu, dca, iop, sense1, sense2, actuate, app, filter, control","Supplier, Supplier, Consumer, power, power, sensorout, canbusaccess, power, sensorout, canbusaccess, power, actuatorin, canbusaccess, power, canbusaccess, sensor1in, sensor2In, actuatorOut, power, canbusaccess, power, power, power, pci, power, cb, pci, sensor1in, sensor2In, actuatorOut, sensorin1, senseout1, sensorin2, senseout2, controlin, actuatorout, signalout, signalin, signalout, signalin, controlin, actuate, samplingin1, samplingin2, controlout, sensorraw1, sensorraw2, sensorfiltered, sensorfiltered, actuatesensor"
arch-models-example_resourcebudgets_platform_dual_1,19,"canbus, pcibus, M, pc1, pc2","power, canbusaccess, power, power, power, pci, power, cb, pci, power, cb, pci"
arch-models-example_resourcebudgets_platform_single_1,19,"canbus, pci, ram, cpu","power, canbusaccess, power, power, power, pci, power, cb, pci"
arch-models-example_resourcebudgets_SCS_dualtier2_1,19,"sensor1, sensor2, actuator, dcs, dca, iop, sense1, sense2, actuate, app, filter, control, hw, canbus, pcibus, M, pc1, pc2","power, power, sensorout, canbusaccess, power, sensorout, canbusaccess, power, actuatorin, canbusaccess, power, canbusaccess, sensor1in, sensor2In, actuatorOut, sensor1in, sensor2In, actuatorOut, sensorin1, senseout1, sensorin2, senseout2, controlin, actuatorout, signalout, signalin, signalout, signalin, controlin, actuate, samplingin1, samplingin2, controlout, sensorraw1, sensorraw2, sensorfiltered, sensorfiltered, actuatesensor, power, canbusaccess, power, power, power, pci, power, cb, pci, power, cb, pci"
arch-models-example_resourcebudgets_SCS_tier0_1,18,"sensor1, sensor2, actuator, dcs, dca, hw","power, power, sensorout, canbusaccess, power, sensorout, canbusaccess, power, actuatorin, canbusaccess, power, canbusaccess, sensor1in, sensor2In, actuatorOut, sensor1in, sensor2In, actuatorOut, power, canbusaccess"
arch-models-example_resourcebudgets_SCS_tier1_1,19,"sensor1, sensor2, actuator, dcs, dca, hw, canbus, pci, ram, cpu","power, power, sensorout, canbusaccess, power, sensorout, canbusaccess, power, actuatorin, canbusaccess, power, canbusaccess, sensor1in, sensor2In, actuatorOut, sensor1in, sensor2In, actuatorOut, power, canbusaccess, power, power, power, pci, power, cb, pci"
arch-models-example_resourcebudgets_SCS_tier2_1,19,"sensor1, sensor2, actuator, dcs, hw, canbus, pci, ram, cpu, dca, iop, sense1, sense2, actuate, app, filter, control","power, power, sensorout, canbusaccess, power, sensorout, canbusaccess, power, actuatorin, canbusaccess, power, canbusaccess, sensor1in, sensor2In, actuatorOut, power, canbusaccess, power, power, power, pci, power, cb, pci, sensor1in, sensor2In, actuatorOut, sensorin1, senseout1, sensorin2, senseout2, controlin, actuatorout, signalout, signalin, signalout, signalin, controlin, actuate, samplingin1, samplingin2, controlout, sensorraw1, sensorraw2, sensorfiltered, sensorfiltered, actuatesensor"
AuthInAADL_resolute_check_dataflow_integration_i_1,22,"rcv, snd, mid","datain, dataout, datain, dataout"
AutoModelCheckerGeneration_aviation_Supervised_System_impl_1,4,"gcas, tcas, geof, supervisor","timeToFailure, timeToRecovery, p1, p2, p3, altitude, timeToRecovery, timeToFailure, nearestIntruderAltitude, nearestIntruderGroundDistance, nearestIntruderLongitude, ownAltitude_in, ownHeading, ownVerticalVelocity, ownLatitude, ownLongitude, requiredVerticalVelocity, timeToRecovery, timeToFailure, timeToRecovery, timeToFailure, gcas_timeToFailure, tcas_timeToFailure, geof_timeToFailure, timeToFailure, gcas_timeToRecovery, tcas_timeToRecovery, geof_timeToRecovery, timeToRecovery, p1, p2, p3"
AviationRequirementModeling_agree_temperature_integration_impl_1,7,"temp_control, heater, cooler, controller, voter, user_panel, sensor1, sensor2","temp1, temp2, user_request, enabled, enabled, tempin, user_request, heater_on, cooler_on, tempin1, tempin2, tempout, cmd, dataout, dataout"
AviationRequirementModeling_agree_temperature_integration_impl_2,7,"temp_control, heater, cooler, controller, voter, user_panel, sensor1, sensor2","temp1, temp2, user_request, enabled, enabled, tempin, user_request, heater_on, cooler_on, tempin1, tempin2, tempout, cmd, dataout, dataout"
AviationRequirementModeling_agree_temperature_temp_control_i_1,7,"heater, cooler, controller, voter","temp1, temp2, user_request, enabled, enabled, tempin, user_request, heater_on, cooler_on, tempin1, tempin2, tempout"
AviationRequirementModeling_agree_temperature_temp_control_i_2,7,"heater, cooler, controller, voter","temp1, temp2, user_request, enabled, enabled, tempin, user_request, heater_on, cooler_on, tempin1, tempin2, tempout"
AviationRequirementModeling_AviateControlLevel_Aviate_Control_Level_Aviate_Control_Level_impl_1,3,"gcasm, acasm, sam, gfm, wxm, flsm, pc, dmc, swt","inACL, inAircraftState, outACLVV, outACLDeltaHeading, outACLAirspeed, altitude, verticalVelocity, outImpact, outRecovery, gcasRequested, latitude, longitude, distance, outImpact, outRecovery, acasRequested, horzDistance, vertDistance, saRequested, latitude, longitude, distance, gfRequested, latitude, longitude, distance, wxRequested, linkConnection, landingRequested, inpPC, outPC, inpGCASM, inpGCASImpact, inpGCASRecovery, inpSAM, inpACASM, inpACASImpact, inpACASRecovery, inpGFM, inpWxM, inpFLS, outDec, inpDecider, inpPC, outSwitchVV, outSwitchDeltaHeading, outSwitchAirspeed"
AviationRequirementModeling_AviateControlLevel_Aviate_Control_Level_Aviate_Control_Level_impl_2,3,"gcasm, acasm, sam, gfm, wxm, flsm, pc, dmc, swt","inACL, inAircraftState, outACLVV, outACLDeltaHeading, outACLAirspeed, altitude, verticalVelocity, outImpact, outRecovery, gcasRequested, latitude, longitude, distance, outImpact, outRecovery, acasRequested, horzDistance, vertDistance, saRequested, latitude, longitude, distance, gfRequested, latitude, longitude, distance, wxRequested, linkConnection, landingRequested, inpPC, outPC, inpGCASM, inpGCASImpact, inpGCASRecovery, inpSAM, inpACASM, inpACASImpact, inpACASRecovery, inpGFM, inpWxM, inpFLS, outDec, inpDecider, inpPC, outSwitchVV, outSwitchDeltaHeading, outSwitchAirspeed"
AviationRequirementModeling_aviation_Supervised_System_impl_1,5,"gcas, tcas, geof, supervisor","timeToFailure, timeToRecovery, p1, p2, p3, altitude, timeToRecovery, timeToFailure, nearestIntruderAltitude, nearestIntruderGroundDistance, nearestIntruderLongitude, ownAltitude_in, ownHeading, ownVerticalVelocity, ownLatitude, ownLongitude, requiredVerticalVelocity, timeToRecovery, timeToFailure, timeToRecovery, timeToFailure, gcas_timeToFailure, tcas_timeToFailure, geof_timeToFailure, timeToFailure, gcas_timeToRecovery, tcas_timeToRecovery, geof_timeToRecovery, timeToRecovery, p1, p2, p3"
AviationRequirementModeling_aviation_Supervised_System_impl_2,5,"gcas, tcas, geof, supervisor","timeToFailure, timeToRecovery, p1, p2, p3, altitude, timeToRecovery, timeToFailure, nearestIntruderAltitude, nearestIntruderGroundDistance, nearestIntruderLongitude, ownAltitude_in, ownHeading, ownVerticalVelocity, ownLatitude, ownLongitude, requiredVerticalVelocity, timeToRecovery, timeToFailure, timeToRecovery, timeToFailure, gcas_timeToFailure, tcas_timeToFailure, geof_timeToFailure, timeToFailure, gcas_timeToRecovery, tcas_timeToRecovery, geof_timeToRecovery, timeToRecovery, p1, p2, p3"
